NorthVehicles,SouthVehicles,EastVehicles,WestVehicles,NorthWaitingTime,SouthWaitingTime,EastWaitingTime,WestWaitingTime,TimeOfDay,Weather,Emergency,TrafficDensity,CongestionLevel,GreenSignalTime,BestRoad
16,36,20,25,59,114,70,70,Afternoon,Rainy,None,Medium,High,40,South
36,30,28,30,87,64,70,74,Evening,Clear,None,High,High,40,North
36,33,40,53,105,99,117,157,Evening,Rainy,None,Very High,Very High,50,West
6,11,13,4,19,36,37,11,Night,Clear,None,Low,Low,20,East
33,50,27,21,76,112,56,51,Morning,Clear,None,High,High,40,South
0,0,7,4,4,1,23,32,Night,Foggy,None,Low,Low,10,West
42,41,25,23,153,142,96,71,Morning,Foggy,None,High,Very High,40,North
39,23,40,35,85,56,83,83,Evening,Clear,None,High,High,40,East
35,47,17,22,72,102,41,47,Morning,Clear,None,High,High,40,South
20,19,22,28,40,48,44,66,Afternoon,Clear,None,Medium,Medium,30,West
35,29,34,33,85,64,76,70,Evening,Clear,None,High,High,30,North
37,44,35,26,84,98,78,63,Evening,Clear,None,High,High,40,South
17,26,37,22,38,52,76,49,Afternoon,Clear,None,High,Medium,40,East
34,23,26,19,68,51,53,53,Afternoon,Clear,None,High,Medium,30,North
47,44,19,22,98,98,49,57,Morning,Clear,None,High,High,40,North
33,34,46,47,77,70,96,95,Evening,Clear,None,Very High,High,40,East
39,35,32,15,88,70,73,42,Morning,Clear,None,High,High,40,North
28,27,20,25,59,56,47,50,Afternoon,Clear,None,High,Medium,30,North
38,36,57,41,80,72,126,88,Evening,Clear,None,Very High,High,50,East
21,18,33,37,43,44,79,88,Evening,Clear,None,High,High,40,West
15,20,32,33,40,41,74,70,Afternoon,Clear,None,High,Medium,30,West
47,18,38,33,140,51,122,105,Evening,Rainy,East,High,Very High,40,East
5,1,4,3,31,13,21,14,Night,Rainy,None,Low,Low,10,North
18,30,36,15,62,110,134,65,Afternoon,Foggy,None,Medium,High,40,East
24,33,49,49,63,78,108,111,Evening,Clear,None,High,High,40,West
50,51,21,17,103,115,47,42,Morning,Clear,None,High,High,50,South
23,18,31,15,53,51,65,43,Afternoon,Clear,None,Medium,Medium,30,East
8,14,11,7,22,28,25,18,Night,Clear,None,Medium,Low,20,South
35,20,33,36,82,44,73,72,Evening,Clear,None,High,High,30,North
36,30,19,23,101,85,71,82,Morning,Rainy,None,High,High,40,North
22,31,27,13,68,106,86,43,Afternoon,Foggy,None,Medium,High,30,South
34,27,35,36,109,91,103,105,Afternoon,Rainy,None,High,Very High,40,West
41,30,57,27,86,62,127,58,Evening,Clear,None,High,High,50,East
38,36,31,42,83,79,72,92,Evening,Clear,None,High,High,40,West
42,34,25,15,96,77,62,40,Morning,Clear,None,High,High,40,North
43,43,32,29,89,97,71,62,Morning,Clear,None,High,High,40,South
25,29,37,37,65,71,76,80,Evening,Clear,None,High,High,40,West
26,38,45,46,54,84,100,103,Evening,Clear,None,High,High,40,West
47,21,36,46,107,50,79,103,Evening,Clear,None,High,High,40,West
45,43,12,25,129,125,39,81,Morning,Rainy,West,High,High,30,West
29,30,53,34,70,68,110,80,Evening,Clear,East,High,High,50,East
39,35,18,22,114,103,68,76,Morning,Rainy,None,High,High,40,North
18,18,33,25,49,43,71,55,Afternoon,Clear,None,Medium,Medium,30,East
14,20,20,35,42,46,43,78,Afternoon,Clear,None,Medium,Medium,30,West
32,30,32,47,66,72,71,104,Evening,Clear,None,High,High,40,West
31,36,30,21,62,77,72,49,Afternoon,Clear,None,High,High,40,South
44,50,17,13,95,114,35,33,Morning,Clear,None,High,High,40,South
57,51,18,10,180,180,68,38,Morning,Foggy,None,High,Very High,50,North
26,20,20,31,65,43,42,66,Afternoon,Clear,None,Medium,Medium,30,West
34,23,33,30,74,47,70,72,Evening,Clear,None,High,High,30,North
32,22,22,15,74,54,49,44,Afternoon,Clear,None,Medium,Medium,30,North
15,33,28,24,51,90,86,72,Afternoon,Rainy,None,High,High,30,South
26,27,49,32,54,69,98,64,Evening,Clear,None,High,High,40,East
39,36,25,27,89,81,53,64,Morning,Clear,None,High,High,40,North
13,8,10,3,34,17,20,17,Night,Clear,None,Low,Low,20,North
24,33,31,21,62,81,73,46,Afternoon,Clear,None,High,High,30,South
21,28,27,24,64,79,82,76,Afternoon,Rainy,None,High,High,30,East
54,45,17,28,115,90,41,57,Morning,Clear,None,High,High,50,North
16,20,32,34,60,74,91,93,Afternoon,Rainy,None,High,High,30,West
22,22,54,43,70,79,149,116,Evening,Rainy,None,High,Very High,50,East
17,20,28,20,41,48,61,49,Afternoon,Clear,None,Medium,Medium,30,East
25,29,39,29,79,98,109,95,Evening,Rainy,None,High,High,40,East
8,3,11,8,24,14,23,31,Night,Clear,None,Low,Low,10,West
25,43,46,50,59,88,95,108,Evening,Clear,None,Very High,High,40,West
45,41,38,41,105,89,91,82,Evening,Clear,None,Very High,High,40,North
35,20,39,37,80,53,80,79,Evening,Clear,None,High,High,40,West
27,25,56,49,58,52,119,100,Evening,Clear,None,High,High,50,East
22,20,42,50,56,44,95,106,Evening,Clear,None,High,High,40,West
34,21,29,29,75,49,71,67,Evening,Clear,None,High,High,30,North
40,32,52,41,136,105,164,148,Evening,Foggy,None,Very High,Very High,50,East
34,40,33,30,82,90,67,61,Evening,Clear,None,High,High,40,South
12,5,5,12,34,12,21,28,Night,Clear,None,Low,Low,20,West
29,14,29,22,61,41,72,50,Afternoon,Clear,None,Medium,Medium,30,East
41,22,48,49,96,59,98,99,Evening,Clear,None,Very High,High,40,West
36,41,30,19,83,97,61,47,Morning,Clear,None,High,High,40,South
20,41,46,33,42,97,103,78,Evening,Clear,None,High,High,40,East
44,47,12,21,95,99,34,45,Morning,Clear,None,High,High,40,South
43,34,30,22,91,75,65,47,Morning,Clear,None,High,High,40,North
37,38,39,36,76,82,88,75,Evening,Clear,None,High,High,40,East
39,27,24,26,112,85,64,81,Morning,Rainy,None,High,High,40,North
39,29,46,50,85,70,92,109,Evening,Clear,None,Very High,High,40,West
19,22,49,30,64,71,148,97,Evening,Rainy,None,High,High,40,East
33,25,46,52,72,55,101,106,Evening,Clear,None,High,High,50,West
30,29,51,51,108,110,168,170,Evening,Foggy,None,Very High,Very High,50,West
42,36,44,31,91,81,88,63,Evening,Clear,None,High,High,40,East
37,22,45,41,85,45,98,88,Evening,Clear,None,High,High,40,East
23,31,32,23,56,71,67,55,Afternoon,Clear,None,High,High,30,South
15,0,8,2,37,13,29,19,Night,Clear,None,Low,Low,20,North
38,34,27,17,86,69,66,46,Morning,Clear,None,High,High,40,North
6,4,2,0,27,9,9,0,Night,Clear,None,Low,Low,10,North
28,28,20,30,59,63,40,64,Afternoon,Clear,None,High,Medium,30,West
33,23,34,13,77,55,75,26,Afternoon,Clear,None,High,Medium,30,East
11,0,7,0,27,3,27,9,Night,Clear,None,Low,Low,20,North
19,21,33,19,40,56,69,39,Afternoon,Clear,None,Medium,Medium,30,East
37,42,32,25,87,96,65,63,Morning,Clear,None,High,High,40,South
31,23,25,22,102,88,94,68,Afternoon,Foggy,None,High,High,30,North
38,43,18,12,81,89,49,39,Morning,Clear,None,High,High,40,South
20,29,30,35,47,62,66,82,Evening,Clear,None,High,High,30,West
51,44,24,10,147,124,79,36,Morning,Rainy,None,High,High,50,North
27,31,17,20,56,72,36,55,Afternoon,Clear,None,Medium,Medium,30,South
53,34,10,25,106,68,23,65,Morning,Clear,None,High,High,50,North
24,26,30,15,61,52,70,38,Afternoon,Clear,None,Medium,Medium,30,East
40,37,26,24,90,80,55,56,Morning,Clear,None,High,High,40,North
16,15,33,27,47,41,109,87,Afternoon,Rainy,None,Medium,High,30,East
18,22,17,35,51,47,49,76,Afternoon,Clear,None,Medium,Medium,30,West
20,40,33,49,54,87,67,109,Evening,Clear,None,High,High,40,West
45,44,15,10,139,137,46,35,Morning,Foggy,None,High,High,40,North
9,9,9,6,38,44,38,27,Night,Foggy,None,Low,Medium,10,South
1,15,13,3,2,41,48,20,Night,Rainy,None,Low,Low,20,East
16,26,31,24,58,78,102,71,Afternoon,Rainy,None,Medium,High,30,East
18,25,14,20,49,62,42,45,Afternoon,Clear,None,Medium,Medium,30,South
33,48,25,21,72,104,59,49,Morning,Clear,North,High,High,30,North
0,12,12,0,5,48,52,6,Night,Rainy,None,Low,Low,20,East
36,34,31,33,86,76,73,77,Evening,Clear,None,High,High,40,North
41,31,30,45,94,62,67,102,Evening,Clear,East,High,High,30,East
52,51,26,14,110,102,56,34,Morning,Clear,None,High,High,50,North
24,26,17,32,75,88,68,111,Afternoon,Foggy,None,Medium,High,30,West
36,14,21,31,109,44,70,90,Afternoon,Rainy,None,High,High,40,North
7,3,12,5,28,18,39,21,Night,Clear,None,Low,Low,20,East
41,30,32,21,86,63,65,43,Morning,Clear,None,High,High,40,North
31,28,21,17,68,65,57,39,Morning,Clear,None,Medium,Medium,30,North
35,45,14,19,78,90,38,50,Morning,Clear,East,High,High,40,South
21,21,45,38,57,45,92,86,Evening,Clear,None,High,High,40,East
44,45,12,19,102,105,39,53,Morning,Clear,None,High,High,40,South
44,30,33,10,94,74,78,20,Morning,Clear,None,High,High,40,North
15,2,6,13,41,15,27,41,Night,Clear,None,Low,Medium,20,West
29,33,51,42,62,77,108,99,Evening,Clear,None,High,High,50,East
30,20,49,28,82,54,137,82,Evening,Rainy,None,High,High,40,East
52,41,33,14,140,121,93,48,Morning,Rainy,None,High,Very High,50,North
34,45,21,23,97,129,74,66,Morning,Rainy,None,High,High,40,South
32,38,15,21,79,86,43,43,Morning,Clear,None,High,High,40,South
35,28,19,27,79,60,48,58,Morning,Clear,None,High,High,30,North
43,46,23,23,99,95,46,53,Morning,Clear,None,High,High,40,South
56,47,15,14,123,100,33,42,Morning,Clear,None,High,High,50,North
35,26,27,19,112,86,87,62,Afternoon,Rainy,None,High,High,30,North
40,39,38,21,94,78,85,49,Morning,Clear,None,High,High,40,North
14,33,23,23,57,116,91,91,Afternoon,Foggy,None,Medium,High,30,South
31,33,16,27,87,103,56,93,Afternoon,Rainy,None,High,High,30,South
10,15,3,3,34,42,19,14,Night,Clear,None,Low,Low,20,South
38,40,30,23,90,80,61,56,Morning,Clear,None,High,High,40,North
23,19,26,33,57,52,61,73,Afternoon,Clear,None,High,High,30,West
44,37,20,24,102,85,40,53,Morning,Clear,None,High,High,40,North
5,12,10,14,24,26,25,28,Night,Clear,None,Medium,Low,20,West
57,41,33,15,117,95,66,34,Morning,Clear,None,High,High,50,North
35,31,46,42,70,77,98,90,Evening,Clear,None,High,High,40,East
0,6,1,11,9,21,21,48,Night,Foggy,None,Low,Low,20,West
37,38,20,33,112,120,63,97,Morning,Rainy,None,High,High,40,South
50,32,18,32,112,68,37,73,Morning,Clear,None,High,High,40,North
53,42,35,20,159,130,102,70,Morning,Rainy,None,High,Very High,50,North
36,43,30,27,77,90,65,61,Morning,Clear,None,High,High,40,South
39,36,23,19,83,85,47,43,Morning,Clear,None,High,High,40,North
21,32,19,13,58,89,71,36,Afternoon,Rainy,None,Medium,High,30,South
20,33,48,43,40,71,101,94,Evening,Clear,None,High,High,40,East
41,25,20,21,82,51,50,45,Morning,Clear,None,High,Medium,40,North
25,22,17,28,78,62,51,85,Afternoon,Rainy,None,Medium,High,30,West
35,42,45,26,70,87,94,57,Evening,Clear,None,High,High,40,East
28,16,21,19,63,44,48,53,Afternoon,Clear,None,Medium,Medium,30,North
31,34,37,20,62,74,84,53,Afternoon,Clear,None,High,High,40,East
43,48,23,20,88,96,46,47,Morning,Clear,None,High,High,40,South
5,4,0,5,32,18,13,24,Night,Rainy,None,Low,Low,10,North
44,18,38,42,97,46,87,91,Evening,Clear,None,High,High,40,North
21,36,33,30,44,87,80,61,Evening,Clear,None,High,High,40,South
47,36,57,26,145,109,170,89,Evening,Rainy,None,Very High,Very High,50,East
50,28,21,21,102,59,48,53,Morning,Clear,None,High,High,40,North
27,21,14,26,93,65,52,85,Afternoon,Foggy,None,Medium,High,30,North
36,18,22,31,79,50,47,65,Afternoon,Clear,None,High,High,40,North
51,33,34,22,116,66,79,48,Morning,Clear,None,High,High,50,North
54,55,16,13,148,157,44,51,Morning,Rainy,None,High,Very High,50,South
39,38,22,12,83,83,44,36,Morning,Clear,None,High,High,40,North
36,48,36,22,75,108,76,53,Morning,Clear,None,High,High,40,South
33,16,37,52,81,42,87,119,Evening,Clear,None,High,High,50,West
24,18,21,21,83,66,59,74,Afternoon,Rainy,East,Medium,High,30,East
35,27,41,30,114,79,120,82,Evening,Rainy,None,High,High,40,East
54,25,31,25,151,76,93,68,Morning,Rainy,None,High,High,50,North
24,29,15,36,59,73,37,72,Afternoon,Clear,None,High,High,40,West
24,26,29,27,62,67,64,54,Evening,Clear,None,High,High,30,South
51,38,26,15,106,89,57,45,Morning,Clear,None,High,High,50,North
43,33,16,27,88,81,32,65,Morning,Clear,None,High,High,40,North
33,29,38,35,81,60,89,78,Afternoon,Clear,None,High,High,40,East
41,16,36,41,88,44,79,82,Evening,Clear,East,High,High,40,East
21,34,22,32,45,78,44,76,Afternoon,Clear,None,High,High,30,South
23,38,50,35,49,77,103,81,Evening,Clear,None,High,High,40,East
45,31,23,21,101,62,46,44,Morning,Clear,None,High,High,40,North
37,47,21,28,134,167,83,91,Morning,Foggy,None,High,Very High,40,South
0,7,12,7,7,21,24,19,Night,Clear,None,Low,Low,20,East
49,49,34,29,147,143,112,85,Morning,Rainy,None,Very High,Very High,40,North
36,26,42,40,86,65,99,91,Evening,Clear,None,High,High,40,East
48,40,25,27,100,89,60,60,Morning,Clear,None,High,High,40,North
0,12,13,6,2,38,39,20,Night,Clear,None,Low,Low,20,East
49,46,15,14,102,104,34,37,Morning,Clear,None,High,High,40,South
49,33,15,33,145,98,44,94,Morning,Rainy,None,High,High,40,North
37,39,23,22,78,87,46,55,Morning,Clear,None,High,High,40,South
22,24,48,34,46,53,110,75,Evening,Clear,None,High,High,40,East
41,25,42,31,86,53,98,62,Evening,Clear,None,High,High,40,East
19,28,30,26,49,64,63,55,Afternoon,Clear,None,High,Medium,30,East
21,30,38,39,88,96,131,128,Evening,Foggy,None,High,Very High,40,East
37,35,50,28,85,85,113,64,Evening,Clear,None,High,High,40,East
7,2,0,8,16,13,11,16,Night,Clear,None,Low,Low,10,West
32,41,38,28,75,91,77,65,Evening,Clear,None,High,High,40,South
25,41,41,48,61,84,97,109,Evening,Clear,None,High,High,40,West
35,16,35,28,83,41,81,68,Afternoon,Clear,None,High,High,30,North
15,37,22,37,38,83,50,78,Afternoon,Clear,None,High,High,40,West
32,27,22,15,70,68,44,36,Afternoon,Clear,None,Medium,Medium,30,North
43,49,35,21,148,153,127,77,Morning,Foggy,None,High,Very High,40,South
37,38,29,19,101,113,98,63,Morning,Rainy,None,High,High,40,South
7,5,7,0,22,15,28,13,Night,Clear,None,Low,Low,10,North
21,30,16,21,56,71,32,44,Afternoon,Clear,None,Medium,Medium,30,South
40,37,20,8,125,125,85,26,Morning,Foggy,None,High,High,40,North
4,6,2,3,16,14,19,6,Night,Clear,None,Low,Low,10,South
51,30,16,23,108,63,46,59,Morning,Clear,None,High,High,50,North
45,21,48,49,125,66,149,137,Evening,Rainy,None,Very High,Very High,40,East
23,18,44,35,70,58,129,110,Evening,Rainy,None,High,High,40,East
28,41,47,39,65,84,94,89,Evening,Clear,None,High,High,40,East
33,26,22,28,76,65,52,70,Morning,Clear,None,High,High,30,North
50,35,28,18,100,84,65,44,Morning,Clear,None,High,High,40,North
7,10,3,4,24,52,18,21,Night,Foggy,None,Low,Low,10,South
11,10,8,1,22,20,18,4,Night,Clear,None,Low,Low,20,North
33,29,40,32,76,69,82,75,Evening,Clear,None,High,High,40,East
39,29,40,33,87,63,82,67,Evening,Clear,None,High,High,40,North
36,42,49,37,81,88,99,84,Evening,Clear,None,Very High,High,40,East
17,17,30,35,49,43,61,70,Afternoon,Clear,None,Medium,Medium,30,West
35,40,40,42,81,93,88,88,Evening,Clear,None,High,High,40,West
29,47,24,15,100,162,79,66,Morning,Foggy,None,High,Very High,40,South
54,42,29,15,120,84,66,36,Morning,Clear,None,High,High,50,North
15,12,14,1,56,40,55,5,Night,Rainy,None,Medium,Medium,20,North
8,5,3,3,32,20,13,29,Night,Foggy,None,Low,Low,10,North
2,1,7,0,15,24,44,6,Night,Foggy,None,Low,Low,10,East
42,28,34,19,84,58,79,49,Morning,Clear,None,High,High,40,North
39,41,17,19,84,97,36,43,Morning,Clear,None,High,High,40,South
4,3,8,14,21,13,44,60,Night,Foggy,None,Low,Medium,20,West
48,39,20,13,111,86,47,35,Morning,Clear,None,High,High,40,North
31,48,18,21,71,104,51,44,Morning,Clear,None,High,High,40,South
37,36,29,18,83,77,66,37,Morning,Clear,None,High,High,40,North
32,34,21,18,64,78,55,38,Morning,Clear,None,High,Medium,30,South
38,54,24,32,85,112,48,76,Morning,Clear,None,High,High,50,South
51,44,13,22,109,90,34,57,Morning,Clear,None,High,High,50,North
33,29,13,13,98,83,41,41,Morning,Rainy,None,Medium,High,30,North
45,31,20,16,92,71,41,42,Morning,Clear,None,High,High,40,North
49,40,19,26,102,81,38,57,Morning,Clear,East,High,High,40,North
23,34,50,42,47,75,114,99,Evening,Clear,None,High,High,40,East
26,22,13,27,52,53,28,67,Afternoon,Clear,None,Medium,Medium,30,West
5,5,7,1,25,18,15,11,Night,Clear,None,Low,Low,10,South
8,12,7,1,22,31,19,16,Night,Clear,None,Low,Low,20,South
35,38,55,30,110,113,152,97,Evening,Rainy,None,High,Very High,50,East
29,21,31,43,59,57,75,92,Evening,Clear,None,High,High,40,West
12,9,8,2,24,23,24,8,Night,Clear,None,Low,Low,20,North
21,42,34,34,51,88,75,81,Evening,Clear,None,High,High,40,South
50,35,36,17,148,101,116,58,Morning,Rainy,None,High,Very High,40,North
31,36,23,19,71,74,50,46,Afternoon,Clear,None,High,High,40,South
50,39,34,31,109,91,81,73,Morning,Clear,None,High,High,40,North
24,27,41,40,82,79,117,118,Evening,Rainy,None,High,High,40,West
5,13,10,4,17,63,54,20,Night,Foggy,None,Low,Medium,20,South
12,3,4,13,27,11,23,41,Night,Clear,None,Low,Low,20,West
35,52,11,28,130,172,52,88,Morning,Foggy,None,High,Very High,50,South
2,8,4,8,9,27,31,35,Night,Rainy,None,Low,Low,10,West
3,2,10,7,21,4,26,26,Night,Clear,None,Low,Low,10,East
31,30,28,18,77,70,68,40,Morning,Clear,None,High,High,30,North
14,4,2,12,40,14,11,39,Night,Clear,None,Low,Low,20,West
25,16,13,16,62,47,27,37,Afternoon,Clear,None,Medium,Medium,30,North
35,36,37,49,71,77,76,104,Evening,Clear,None,High,High,40,West
20,19,21,23,77,74,77,93,Afternoon,Foggy,None,Medium,High,30,West
25,30,44,43,54,71,91,97,Evening,Clear,None,High,High,40,West
26,25,53,34,63,65,120,83,Evening,Clear,None,High,High,50,East
43,37,17,19,91,84,35,39,Morning,Clear,None,High,High,40,North
38,36,42,29,128,127,131,105,Evening,Foggy,None,High,Very High,40,East
10,2,9,5,39,8,31,16,Night,Rainy,None,Low,Low,10,North
51,30,31,15,148,101,89,59,Morning,Rainy,None,High,High,50,North
37,44,24,26,89,101,57,59,Morning,Clear,None,High,High,40,South
19,30,16,25,45,67,46,53,Afternoon,Clear,None,Medium,Medium,30,South
25,39,50,47,85,105,152,136,Evening,Rainy,None,Very High,Very High,40,East
44,55,22,17,96,124,44,39,Morning,Clear,None,High,High,50,South
17,30,22,37,45,97,74,114,Afternoon,Rainy,None,High,High,40,West
48,34,21,29,136,102,67,94,Morning,Rainy,None,High,High,40,North
26,32,26,33,56,75,58,81,Afternoon,Clear,None,High,High,30,West
42,21,34,34,128,64,109,94,Evening,Rainy,None,High,High,40,North
34,37,16,24,73,81,41,53,Morning,Clear,None,High,High,40,South
49,36,17,19,101,75,48,50,Morning,Clear,None,High,High,40,North
47,31,37,23,161,99,128,82,Morning,Foggy,None,High,Very High,40,North
33,24,35,21,71,53,82,47,Afternoon,Clear,None,High,High,30,East
5,0,0,12,16,8,4,36,Night,Clear,None,Low,Low,20,West
20,35,43,36,55,77,100,77,Evening,Clear,None,High,High,40,East
43,37,23,14,92,83,55,34,Morning,Clear,None,High,High,40,North
8,4,8,12,41,29,31,49,Night,Rainy,None,Low,Medium,20,West
12,3,12,3,25,18,27,13,Night,Clear,None,Low,Low,20,East
24,33,18,31,71,102,62,87,Afternoon,Rainy,None,High,High,30,South
13,34,22,25,41,75,48,51,Afternoon,Clear,None,Medium,Medium,30,South
4,6,7,11,10,27,26,23,Night,Clear,None,Low,Low,20,West
23,21,54,35,70,70,147,97,Evening,Rainy,None,High,High,50,East
52,43,32,27,112,86,74,63,Morning,Clear,None,High,High,50,North
43,29,28,14,91,64,60,41,Morning,Clear,None,High,High,40,North
28,39,48,37,90,118,135,105,Evening,Rainy,None,High,Very High,40,East
53,30,13,23,117,70,41,60,Morning,Clear,East,High,High,50,North
10,1,8,0,28,13,28,11,Night,Clear,None,Low,Low,10,North
1,6,10,0,3,26,22,2,Night,Clear,None,Low,Low,10,East
4,0,10,9,27,10,41,43,Night,Rainy,None,Low,Medium,10,West
36,40,51,42,117,122,156,116,Evening,Rainy,None,Very High,Very High,50,East
40,52,24,22,86,104,50,46,Morning,Clear,None,High,High,50,South
12,14,1,2,31,38,3,16,Night,Clear,None,Low,Low,20,South
9,2,5,0,33,15,24,9,Night,Clear,None,Low,Low,10,North
35,38,25,8,77,90,58,22,Morning,Clear,None,High,High,40,South
39,28,31,31,89,71,64,77,Evening,Clear,East,High,High,30,East
45,37,25,12,99,75,63,38,Morning,Clear,None,High,High,40,North
24,16,24,14,48,47,60,42,Afternoon,Clear,None,Medium,Medium,30,East
19,19,24,17,46,46,53,48,Afternoon,Clear,None,Medium,Medium,30,East
35,50,24,22,76,104,49,47,Morning,Clear,None,High,High,40,South
18,33,12,19,39,81,35,38,Afternoon,Clear,None,Medium,Medium,30,South
27,44,51,45,68,101,107,99,Evening,Clear,None,Very High,High,50,East
26,21,18,21,65,43,40,57,Afternoon,Clear,None,Medium,Medium,30,North
2,10,9,5,6,22,30,11,Night,Clear,None,Low,Low,10,East
6,4,3,3,27,9,6,19,Night,Clear,None,Low,Low,10,North
25,33,22,18,71,108,68,60,Afternoon,Rainy,None,Medium,High,30,South
19,20,45,53,40,49,104,114,Evening,Clear,None,High,High,50,West
33,35,34,47,76,73,72,95,Evening,Clear,None,High,High,40,West
33,30,30,25,77,69,72,57,Afternoon,Clear,None,High,High,30,North
30,44,22,13,75,93,54,40,Morning,Clear,None,High,High,40,South
32,47,23,10,65,107,53,27,Morning,Clear,None,High,High,40,South
29,20,35,31,93,77,122,96,Evening,Foggy,None,High,High,30,East
23,31,36,29,50,72,75,58,Evening,Clear,None,High,High,40,East
